Location/Field,Leaf_Color,Symptoms,Whitefly_Presence,Temperature,Humidity,Soil_Moisture,Previous_Crop,Cotton_Variety,Disease_Type
Rajasthan,Brown,Lesions,No,15.60052011,Low,Warm,Grains,Region-Specific,Bacterial Blight
Gujarat,Green,Absent,No,32.94731732,Low,Warm,Oilseeds,Hybrid,Normal
Andhra Pradesh,Yellow,Wilting,No,27.45261067,High,Moist,Grains,Hybrid,Fusarium Wilt
West Bengal,Yellow,Wilting,No,34.46765238,Low,Dry,Grains,Region-Specific,Verticillium Wilt
Odisha,Green,Twist or Curl upwards,Yes,24.30019035,Mid,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Chhattisgarh,Yellow,Wilting,No,31.94775861,High,Dry,Grains,Hybrid,Verticillium Wilt
Karnataka,Brown,Lesions,No,16.24788137,Mid,Warm,Legumes,Region-Specific,Bacterial Blight
Jharkhand,Green,Twist or Curl upwards,Yes,21.705581,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Odisha,Yellow,Wilting,No,16.34033076,Low,Dry,Legumes,Hybrid,Verticillium Wilt
Gujarat,Yellow,Wilting,No,34.50686267,Low,Dry,Legumes,Hybrid,Verticillium Wilt
Karnataka,Yellow,Wilting,No,31.33947815,Low,Dry,Legumes,Region-Specific,Verticillium Wilt
Punjab,Green,Twist or Curl upwards,Yes,32.05094842,Mid,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Gujarat,Yellow,Wilting,No,33.75930463,High,Dry,Grains,Region-Specific,Verticillium Wilt
Haryana,Yellow,Wilting,No,16.70206972,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Madhya Pradesh,Brown,Lesions,No,22.71195185,High,Warm,Legumes,Hybrid,Bacterial Blight
Haryana,Yellow,Wilting,No,16.42069778,Low,Dry,Grains,Region-Specific,Verticillium Wilt
Tamil Nadu,Yellow,Wilting,No,19.21586203,Mid,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Odisha,Green,Absent,No,19.58731554,Low,Warm,Oilseeds,Hybrid,Normal
West Bengal,Green,Twist or Curl upwards,Yes,24.38214422,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
West Bengal,Green,Absent,No,20.37124335,Low,Warm,Oilseeds,Hybrid,Normal
West Bengal,Brown,Lesions,No,17.01956214,Mid,Warm,Grains,Hybrid,Bacterial Blight
Jharkhand,Green,Absent,No,18.34982178,Mid,Warm,Oilseeds,Hybrid,Normal
Madhya Pradesh,Yellow,Wilting,No,17.94551127,High,Moist,Grains,Hybrid,Fusarium Wilt
Haryana,Green,Twist or Curl upwards,Yes,34.46153596,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Madhya Pradesh,Yellow,Wilting,No,30.18585014,High,Dry,Grains,Region-Specific,Verticillium Wilt
Uttar Pradesh,Green,Absent,No,34.35522931,High,Warm,Legumes,Region-Specific,Normal
Odisha,Green,Absent,No,23.79480973,Low,Warm,Grains,Hybrid,Normal
Madhya Pradesh,Yellow,Wilting,No,20.56736963,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
Telangana,Yellow,Wilting,No,30.96586394,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Andhra Pradesh,Brown,Lesions,No,21.52507836,Low,Warm,Grains,Hybrid,Bacterial Blight
Andhra Pradesh,Green,Absent,No,20.98766747,Mid,Warm,Legumes,Hybrid,Normal
Telangana,Green,Absent,No,19.65011984,High,Warm,Grains,Hybrid,Normal
Karnataka,Yellow,Wilting,No,17.59357956,High,Moist,Legumes,Hybrid,Fusarium Wilt
Maharashtra,Yellow,Wilting,No,20.12926122,High,Moist,Legumes,Hybrid,Fusarium Wilt
Jharkhand,Green,Absent,No,22.10639497,Mid,Warm,Grains,Region-Specific,Normal
Karnataka,Yellow,Wilting,No,28.47988416,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Gujarat,Green,Absent,No,16.25129684,Mid,Warm,Grains,Hybrid,Normal
Chhattisgarh,Green,Twist or Curl upwards,Yes,19.21013879,High,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Jharkhand,Brown,Lesions,No,31.18047281,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Jharkhand,Yellow,Wilting,No,17.93843847,High,Moist,Legumes,Region-Specific,Fusarium Wilt
Gujarat,Green,Absent,No,21.85290293,Low,Warm,Grains,Region-Specific,Normal
Madhya Pradesh,Yellow,Wilting,No,32.29317844,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Haryana,Brown,Lesions,No,18.09850622,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Haryana,Green,Twist or Curl upwards,Yes,16.65473671,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Andhra Pradesh,Yellow,Wilting,No,24.6907599,Low,Dry,Oilseeds,Hybrid,Verticillium Wilt
Rajasthan,Yellow,Wilting,No,21.04839023,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Karnataka,Yellow,Wilting,No,26.26816729,Mid,Moist,Grains,Hybrid,Fusarium Wilt
Uttar Pradesh,Green,Absent,No,31.07609781,Low,Warm,Oilseeds,Hybrid,Normal
Odisha,Brown,Lesions,No,17.74296976,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Tamil Nadu,Green,Twist or Curl upwards,Yes,26.61398169,Mid,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Punjab,Green,Twist or Curl upwards,Yes,25.11017521,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Haryana,Green,Twist or Curl upwards,Yes,17.88157572,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Odisha,Yellow,Wilting,No,27.47996971,Low,Dry,Oilseeds,Hybrid,Verticillium Wilt
Punjab,Brown,Lesions,No,20.47280836,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Odisha,Yellow,Wilting,No,24.75668637,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
Madhya Pradesh,Yellow,Wilting,No,16.64544649,Mid,Moist,Legumes,Hybrid,Fusarium Wilt
Punjab,Green,Twist or Curl upwards,Yes,24.19168114,Low,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Tamil Nadu,Brown,Lesions,No,21.12926936,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Odisha,Green,Twist or Curl upwards,Yes,31.44762422,Mid,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Telangana,Yellow,Wilting,No,16.13957454,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Tamil Nadu,Yellow,Wilting,No,23.3721455,Low,Dry,Grains,Hybrid,Verticillium Wilt
Punjab,Yellow,Wilting,No,24.16862848,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Tamil Nadu,Green,Twist or Curl upwards,Yes,29.50012153,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Odisha,Brown,Lesions,No,26.4857515,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Maharashtra,Brown,Lesions,No,28.34424674,Low,Warm,Grains,Hybrid,Bacterial Blight
Odisha,Yellow,Wilting,No,30.54098571,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Odisha,Green,Twist or Curl upwards,Yes,32.24405947,High,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Madhya Pradesh,Yellow,Wilting,No,21.27750993,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Karnataka,Yellow,Wilting,No,25.76045411,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Telangana,Yellow,Wilting,No,31.80216157,Mid,Moist,Grains,Hybrid,Fusarium Wilt
Uttar Pradesh,Yellow,Wilting,No,34.78902262,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Haryana,Yellow,Wilting,No,32.79038622,Mid,Dry,Oilseeds,Hybrid,Verticillium Wilt
Jharkhand,Yellow,Wilting,No,22.42934525,Low,Moist,Legumes,Region-Specific,Fusarium Wilt
Gujarat,Brown,Lesions,No,18.90333034,Mid,Warm,Oilseeds,Region-Specific,Bacterial Blight
Karnataka,Yellow,Wilting,No,24.78785075,Low,Moist,Legumes,Hybrid,Fusarium Wilt
Gujarat,Yellow,Wilting,No,29.83282904,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Madhya Pradesh,Green,Absent,No,24.85138142,Low,Warm,Legumes,Hybrid,Normal
Telangana,Green,Absent,No,24.66361727,Low,Warm,Oilseeds,Region-Specific,Normal
West Bengal,Green,Absent,No,31.76460842,Mid,Warm,Legumes,Hybrid,Normal
Odisha,Green,Twist or Curl upwards,Yes,22.22807558,High,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
West Bengal,Brown,Lesions,No,32.1958935,High,Warm,Legumes,Hybrid,Bacterial Blight
West Bengal,Yellow,Wilting,No,23.13609602,Mid,Dry,Legumes,Hybrid,Verticillium Wilt
Chhattisgarh,Green,Absent,No,21.56466211,High,Warm,Oilseeds,Hybrid,Normal
Andhra Pradesh,Yellow,Wilting,No,24.07979822,High,Dry,Grains,Hybrid,Verticillium Wilt
West Bengal,Yellow,Wilting,No,30.24893917,High,Dry,Grains,Region-Specific,Verticillium Wilt
Haryana,Green,Twist or Curl upwards,Yes,17.52004056,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Maharashtra,Green,Absent,No,18.92838432,High,Warm,Oilseeds,Region-Specific,Normal
Andhra Pradesh,Yellow,Wilting,No,34.02889651,Low,Moist,Grains,Hybrid,Fusarium Wilt
Madhya Pradesh,Yellow,Wilting,No,18.50983255,Low,Dry,Grains,Region-Specific,Verticillium Wilt
Jharkhand,Green,Absent,No,26.35454636,High,Warm,Grains,Hybrid,Normal
Karnataka,Yellow,Wilting,No,26.58628933,Mid,Dry,Oilseeds,Hybrid,Verticillium Wilt
Maharashtra,Green,Twist or Curl upwards,Yes,24.79248924,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Green,Twist or Curl upwards,Yes,27.89490497,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Punjab,Yellow,Wilting,No,19.59653452,High,Moist,Grains,Hybrid,Fusarium Wilt
Chhattisgarh,Green,Twist or Curl upwards,Yes,26.05324536,High,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Maharashtra,Green,Absent,No,22.4434651,Low,Warm,Oilseeds,Hybrid,Normal
Uttar Pradesh,Green,Twist or Curl upwards,Yes,28.23334519,Mid,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
West Bengal,Yellow,Wilting,No,17.82447087,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Madhya Pradesh,Brown,Lesions,No,26.41754834,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Rajasthan,Yellow,Wilting,No,18.70540711,Mid,Dry,Grains,Hybrid,Verticillium Wilt
Punjab,Yellow,Wilting,No,20.57286126,High,Dry,Oilseeds,Hybrid,Verticillium Wilt
Gujarat,Green,Absent,No,19.37419601,High,Warm,Legumes,Hybrid,Normal
Haryana,Yellow,Wilting,No,18.6567556,Low,Moist,Legumes,Hybrid,Fusarium Wilt
Gujarat,Yellow,Wilting,No,31.51421903,Low,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Maharashtra,Yellow,Wilting,No,20.71415135,Low,Moist,Legumes,Hybrid,Fusarium Wilt
Jharkhand,Yellow,Wilting,No,33.54247564,Low,Dry,Grains,Hybrid,Verticillium Wilt
Gujarat,Green,Twist or Curl upwards,Yes,34.39853051,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Uttar Pradesh,Yellow,Wilting,No,26.4252094,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Madhya Pradesh,Yellow,Wilting,No,17.86002245,Low,Dry,Grains,Region-Specific,Verticillium Wilt
Tamil Nadu,Yellow,Wilting,No,22.49096487,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Jharkhand,Green,Twist or Curl upwards,Yes,30.95464527,High,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Karnataka,Brown,Lesions,No,22.34781457,High,Warm,Grains,Hybrid,Bacterial Blight
Haryana,Green,Absent,No,16.74034437,Mid,Warm,Grains,Hybrid,Normal
Uttar Pradesh,Brown,Lesions,No,26.13569822,Mid,Warm,Legumes,Region-Specific,Bacterial Blight
Uttar Pradesh,Brown,Lesions,No,31.90241703,High,Warm,Grains,Hybrid,Bacterial Blight
Gujarat,Yellow,Wilting,No,30.91852774,High,Dry,Oilseeds,Hybrid,Verticillium Wilt
West Bengal,Brown,Lesions,No,18.5024628,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Gujarat,Yellow,Wilting,No,28.45529229,Low,Dry,Oilseeds,Hybrid,Verticillium Wilt
Maharashtra,Yellow,Wilting,No,19.41008527,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Karnataka,Green,Absent,No,19.36415069,Mid,Warm,Oilseeds,Region-Specific,Normal
Andhra Pradesh,Yellow,Wilting,No,32.48143547,Low,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Jharkhand,Yellow,Wilting,No,19.99337905,High,Dry,Grains,Region-Specific,Verticillium Wilt
Gujarat,Brown,Lesions,No,20.26494693,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Madhya Pradesh,Green,Absent,No,15.01306782,Mid,Warm,Grains,Region-Specific,Normal
Rajasthan,Brown,Lesions,No,32.41338068,Mid,Warm,Grains,Hybrid,Bacterial Blight
Haryana,Yellow,Wilting,No,30.85189626,Low,Moist,Legumes,Hybrid,Fusarium Wilt
Odisha,Green,Twist or Curl upwards,Yes,27.5465787,Low,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Gujarat,Yellow,Wilting,No,30.00531528,Low,Moist,Legumes,Region-Specific,Fusarium Wilt
Madhya Pradesh,Green,Absent,No,18.04097135,Mid,Warm,Legumes,Region-Specific,Normal
Jharkhand,Yellow,Wilting,No,24.16647189,High,Moist,Legumes,Region-Specific,Fusarium Wilt
Madhya Pradesh,Yellow,Wilting,No,22.02438775,Low,Moist,Grains,Hybrid,Fusarium Wilt
Haryana,Green,Absent,No,16.87553053,Mid,Warm,Legumes,Hybrid,Normal
Andhra Pradesh,Green,Absent,No,24.7226097,Mid,Warm,Legumes,Region-Specific,Normal
Madhya Pradesh,Brown,Lesions,No,33.41479301,Mid,Warm,Legumes,Region-Specific,Bacterial Blight
Rajasthan,Yellow,Wilting,No,15.80118238,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Madhya Pradesh,Green,Twist or Curl upwards,Yes,20.82921827,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Madhya Pradesh,Green,Twist or Curl upwards,Yes,19.15081872,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Madhya Pradesh,Green,Twist or Curl upwards,Yes,19.76293307,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Tamil Nadu,Yellow,Wilting,No,33.16869104,Low,Moist,Grains,Region-Specific,Fusarium Wilt
Tamil Nadu,Green,Absent,No,24.36138108,Mid,Warm,Grains,Region-Specific,Normal
Andhra Pradesh,Green,Absent,No,24.32598826,Mid,Warm,Legumes,Region-Specific,Normal
Gujarat,Green,Absent,No,30.21151285,High,Warm,Grains,Region-Specific,Normal
Madhya Pradesh,Yellow,Wilting,No,18.08984408,Low,Dry,Oilseeds,Hybrid,Verticillium Wilt
Chhattisgarh,Green,Absent,No,24.74530708,Low,Warm,Legumes,Region-Specific,Normal
Karnataka,Green,Absent,No,23.59970428,Mid,Warm,Legumes,Region-Specific,Normal
Chhattisgarh,Yellow,Wilting,No,26.93821381,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Gujarat,Brown,Lesions,No,34.99115407,High,Warm,Oilseeds,Hybrid,Bacterial Blight
Andhra Pradesh,Green,Twist or Curl upwards,Yes,30.38897788,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
West Bengal,Yellow,Wilting,No,22.95731406,High,Moist,Grains,Hybrid,Fusarium Wilt
West Bengal,Yellow,Wilting,No,31.55106105,High,Moist,Legumes,Region-Specific,Fusarium Wilt
Telangana,Yellow,Wilting,No,18.41416727,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Chhattisgarh,Green,Twist or Curl upwards,Yes,15.60927373,High,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Gujarat,Yellow,Wilting,No,19.08896745,Mid,Moist,Legumes,Region-Specific,Fusarium Wilt
Gujarat,Brown,Lesions,No,21.80823112,High,Warm,Grains,Region-Specific,Bacterial Blight
Punjab,Green,Absent,No,25.21161515,Mid,Warm,Legumes,Region-Specific,Normal
Maharashtra,Brown,Lesions,No,27.30258281,Mid,Warm,Oilseeds,Region-Specific,Bacterial Blight
Odisha,Green,Absent,No,33.21211434,Low,Warm,Oilseeds,Region-Specific,Normal
Jharkhand,Green,Absent,No,25.19708019,Mid,Warm,Legumes,Region-Specific,Normal
Punjab,Yellow,Wilting,No,25.02551289,Mid,Moist,Legumes,Hybrid,Fusarium Wilt
Rajasthan,Yellow,Wilting,No,16.0048602,High,Moist,Grains,Hybrid,Fusarium Wilt
Tamil Nadu,Green,Twist or Curl upwards,Yes,15.69823105,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Tamil Nadu,Yellow,Wilting,No,26.02319924,High,Dry,Oilseeds,Hybrid,Verticillium Wilt
Maharashtra,Brown,Lesions,No,23.76357226,High,Warm,Legumes,Region-Specific,Bacterial Blight
Haryana,Green,Twist or Curl upwards,Yes,31.7836079,High,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Haryana,Green,Twist or Curl upwards,Yes,18.21359169,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Andhra Pradesh,Brown,Lesions,No,15.49943324,High,Warm,Oilseeds,Hybrid,Bacterial Blight
Uttar Pradesh,Brown,Lesions,No,23.98077536,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Maharashtra,Green,Absent,No,19.74957114,High,Warm,Grains,Hybrid,Normal
Odisha,Yellow,Wilting,No,15.99228747,High,Dry,Grains,Region-Specific,Verticillium Wilt
Gujarat,Yellow,Wilting,No,29.49196574,High,Moist,Legumes,Hybrid,Fusarium Wilt
Haryana,Yellow,Wilting,No,17.23186,Low,Dry,Grains,Region-Specific,Verticillium Wilt
Odisha,Yellow,Wilting,No,27.16639,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
Madhya Pradesh,Yellow,Wilting,No,20.620995,Low,Moist,Grains,Region-Specific,Fusarium Wilt
Chhattisgarh,Yellow,Wilting,No,18.46992101,Mid,Dry,Grains,Hybrid,Verticillium Wilt
Chhattisgarh,Green,Twist or Curl upwards,Yes,22.59503046,Low,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Uttar Pradesh,Green,Twist or Curl upwards,Yes,31.02891552,Mid,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Karnataka,Yellow,Wilting,No,22.84187154,Low,Moist,Legumes,Hybrid,Fusarium Wilt
Gujarat,Yellow,Wilting,No,30.01539298,High,Moist,Grains,Hybrid,Fusarium Wilt
Jharkhand,Brown,Lesions,No,17.50972594,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Jharkhand,Brown,Lesions,No,30.45542839,Low,Warm,Grains,Region-Specific,Bacterial Blight
Rajasthan,Yellow,Wilting,No,19.7386665,High,Dry,Oilseeds,Hybrid,Verticillium Wilt
Jharkhand,Yellow,Wilting,No,28.5478626,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Madhya Pradesh,Yellow,Wilting,No,26.3156311,Mid,Moist,Grains,Hybrid,Fusarium Wilt
Madhya Pradesh,Yellow,Wilting,No,33.58289434,Mid,Dry,Grains,Hybrid,Verticillium Wilt
Chhattisgarh,Green,Absent,No,22.74645036,Mid,Warm,Grains,Region-Specific,Normal
Maharashtra,Green,Twist or Curl upwards,Yes,16.32330378,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Uttar Pradesh,Yellow,Wilting,No,15.38310971,Mid,Dry,Oilseeds,Hybrid,Verticillium Wilt
Andhra Pradesh,Yellow,Wilting,No,31.53717122,Low,Dry,Legumes,Region-Specific,Verticillium Wilt
Rajasthan,Brown,Lesions,No,25.49471275,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Haryana,Green,Absent,No,30.50488104,Mid,Warm,Grains,Region-Specific,Normal
Odisha,Yellow,Wilting,No,19.688512,Mid,Dry,Legumes,Hybrid,Verticillium Wilt
Maharashtra,Green,Twist or Curl upwards,Yes,21.90167491,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Haryana,Yellow,Wilting,No,15.60207744,High,Dry,Oilseeds,Hybrid,Verticillium Wilt
Maharashtra,Yellow,Wilting,No,34.22984649,High,Moist,Grains,Hybrid,Fusarium Wilt
Maharashtra,Green,Absent,No,28.35735813,Low,Warm,Legumes,Region-Specific,Normal
Maharashtra,Yellow,Wilting,No,33.66410176,Mid,Dry,Oilseeds,Hybrid,Verticillium Wilt
Chhattisgarh,Green,Absent,No,20.30992815,Low,Warm,Oilseeds,Hybrid,Normal
Jharkhand,Yellow,Wilting,No,27.22927222,Low,Dry,Grains,Hybrid,Verticillium Wilt
Uttar Pradesh,Green,Twist or Curl upwards,Yes,28.56999937,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Andhra Pradesh,Green,Twist or Curl upwards,Yes,21.35099401,High,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Jharkhand,Green,Absent,No,31.9621847,Low,Warm,Legumes,Region-Specific,Normal
Maharashtra,Brown,Lesions,No,33.94322926,High,Warm,Legumes,Hybrid,Bacterial Blight
Telangana,Brown,Lesions,No,32.69710235,High,Warm,Grains,Hybrid,Bacterial Blight
Karnataka,Yellow,Wilting,No,29.78133952,Mid,Moist,Oilseeds,Hybrid,Fusarium Wilt
Haryana,Brown,Lesions,No,20.54929359,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Gujarat,Green,Absent,No,20.63232084,Low,Warm,Legumes,Region-Specific,Normal
Punjab,Brown,Lesions,No,34.26720641,High,Warm,Legumes,Hybrid,Bacterial Blight
Jharkhand,Yellow,Wilting,No,15.20568992,High,Moist,Legumes,Hybrid,Fusarium Wilt
Odisha,Yellow,Wilting,No,29.32099946,Mid,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Chhattisgarh,Brown,Lesions,No,29.12492325,High,Warm,Oilseeds,Region-Specific,Bacterial Blight
Rajasthan,Green,Absent,No,27.45379082,Mid,Warm,Legumes,Hybrid,Normal
Tamil Nadu,Green,Absent,No,34.80217692,Low,Warm,Grains,Region-Specific,Normal
Andhra Pradesh,Yellow,Wilting,No,21.23758872,Mid,Moist,Oilseeds,Hybrid,Fusarium Wilt
Gujarat,Yellow,Wilting,No,21.79943728,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Madhya Pradesh,Green,Twist or Curl upwards,Yes,16.57878806,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
West Bengal,Green,Twist or Curl upwards,Yes,23.85596273,Mid,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Telangana,Green,Twist or Curl upwards,Yes,20.22097052,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Tamil Nadu,Yellow,Wilting,No,21.86773404,Mid,Dry,Legumes,Hybrid,Verticillium Wilt
Punjab,Green,Absent,No,31.69143581,High,Warm,Grains,Region-Specific,Normal
Gujarat,Green,Twist or Curl upwards,Yes,33.70969027,High,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Tamil Nadu,Green,Absent,No,18.71466144,Low,Warm,Grains,Hybrid,Normal
Gujarat,Yellow,Wilting,No,22.45017863,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Odisha,Yellow,Wilting,No,33.57261124,Low,Dry,Legumes,Region-Specific,Verticillium Wilt
Telangana,Yellow,Wilting,No,16.23616921,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Punjab,Green,Absent,No,16.84721056,High,Warm,Grains,Hybrid,Normal
Madhya Pradesh,Green,Twist or Curl upwards,Yes,18.25581978,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Maharashtra,Yellow,Wilting,No,26.90425668,Low,Moist,Grains,Hybrid,Fusarium Wilt
Haryana,Brown,Lesions,No,18.00944542,Low,Warm,Grains,Hybrid,Bacterial Blight
Madhya Pradesh,Yellow,Wilting,No,34.36152763,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Maharashtra,Green,Absent,No,23.93429055,Low,Warm,Legumes,Region-Specific,Normal
West Bengal,Green,Twist or Curl upwards,Yes,25.03035921,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Chhattisgarh,Yellow,Wilting,No,19.93317232,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Uttar Pradesh,Yellow,Wilting,No,24.41920505,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Uttar Pradesh,Green,Twist or Curl upwards,Yes,28.23827265,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Uttar Pradesh,Yellow,Wilting,No,30.02354274,Low,Moist,Legumes,Hybrid,Fusarium Wilt
Andhra Pradesh,Green,Absent,No,30.07736165,Mid,Warm,Oilseeds,Hybrid,Normal
Jharkhand,Brown,Lesions,No,26.55782225,High,Warm,Legumes,Region-Specific,Bacterial Blight
Karnataka,Brown,Lesions,No,33.0871955,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Rajasthan,Green,Absent,No,31.34815695,High,Warm,Legumes,Hybrid,Normal
Rajasthan,Yellow,Wilting,No,30.14096229,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Jharkhand,Green,Absent,No,16.11211043,Low,Warm,Grains,Hybrid,Normal
Uttar Pradesh,Yellow,Wilting,No,15.13755924,High,Moist,Grains,Region-Specific,Fusarium Wilt
Haryana,Yellow,Wilting,No,19.24894554,Mid,Dry,Grains,Hybrid,Verticillium Wilt
Punjab,Brown,Lesions,No,28.27047188,Low,Warm,Legumes,Hybrid,Bacterial Blight
Telangana,Yellow,Wilting,No,23.22394978,High,Moist,Legumes,Region-Specific,Fusarium Wilt
Punjab,Green,Twist or Curl upwards,Yes,23.04812519,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Telangana,Green,Twist or Curl upwards,Yes,32.69173776,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Punjab,Green,Twist or Curl upwards,Yes,32.91125696,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Karnataka,Brown,Lesions,No,33.18350528,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Andhra Pradesh,Green,Absent,No,21.27756153,Mid,Warm,Legumes,Hybrid,Normal
Andhra Pradesh,Yellow,Wilting,No,28.82111625,Mid,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Uttar Pradesh,Brown,Lesions,No,20.43266363,High,Warm,Grains,Hybrid,Bacterial Blight
West Bengal,Yellow,Wilting,No,18.81219666,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Maharashtra,Yellow,Wilting,No,18.69264915,High,Moist,Grains,Region-Specific,Fusarium Wilt
West Bengal,Green,Twist or Curl upwards,Yes,21.84215242,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
